15,Timestamp,MON1 CL DDM (ｵA),Status,MON1 CL SDM (%),Status,MON1 CL RF (dB),Status,MON1 DS DDM (ｵA),Status,MON1 DS SDM (%),Status,MON1 DS RF (dB),Status,MON1 NF DDM (ｵA),Status,MON1 NF SDM (%),Status,MON1 NF RF (dB),Status,MON1 CLR DDM (ｵA),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (dB),Status,MON1 DIFF FREQ (kHz),Status,MON1 TEST DDM (ｵA),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (dB),Status,MON1 SELF TEST (),Status,MON2 CL DDM (ｵA),Status,MON2 CL SDM (%),Status,MON2 CL RF (dB),Status,MON2 DS DDM (ｵA),Status,MON2 DS SDM (%),Status,MON2 DS RF (dB),Status,MON2 NF DDM (ｵA),Status,MON2 NF SDM (%),Status,MON2 NF RF (dB),Status,MON2 CLR DDM (ｵA),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (dB),Status,MON2 DIFF FREQ (kHz),Status,MON2 TEST DDM (ｵA),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (dB),Status,MON2 SELF TEST (),Status
2900,"2022-02-07 14:47:42,8"," 2,89", ,"79,97", ," 0,26", ," 1,45", ,"80,01", ," 0,23", ,"-6,07", ,"79,94", ," 0,34", ," 4,05", ,"80,14", ," 0,27", ,"14,74", ,"-42,23",a,"63,74",a,"-4,27",a," 0,00", ," 2,89", ,"79,97", ," 0,30", ," 1,74", ,"80,01", ," 0,27", ,"-5,78", ,"79,97", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-59,29",a,"56,32",a,"-5,03",a," 0,00", 
2901,"2022-02-07 14:52:42,9"," 2,89", ,"79,94", ," 0,27", ," 1,45", ,"79,97", ," 0,23", ,"-5,78", ,"79,94", ," 0,34", ," 4,05", ,"80,17", ," 0,27", ,"14,74", ,"-60,45",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,30", ," 1,74", ,"80,01", ," 0,27", ,"-5,78", ,"79,97", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2902,"2022-02-07 14:57:43,3"," 2,89", ,"79,97", ," 0,27", ," 1,45", ,"80,01", ," 0,23", ,"-5,78", ,"79,94", ," 0,34", ," 4,34", ,"80,17", ," 0,27", ,"14,74", ,"-0,87", ,"77,95", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,30", ," 1,74", ,"80,01", ," 0,27", ,"-5,50", ,"79,94", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,76", ," 0,00", ,"79,84", ," 0,02", ," 0,00", 
2903,"2022-02-07 15:02:44,0"," 2,89", ,"79,94", ," 0,27", ," 1,74", ,"80,01", ," 0,23", ,"-5,78", ,"79,94", ," 0,34", ," 4,05", ,"80,14", ," 0,27", ,"14,72", ,"-64,21",a,"54,87",a,"-4,08",a," 0,00", ," 2,89", ,"79,97", ," 0,30", ," 1,74", ,"80,01", ," 0,27", ,"-5,50", ,"79,97", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,76", ,"-54,95",a,"56,18",a,"-2,01", ," 0,00", 
2904,"2022-02-07 15:07:44,0"," 2,89", ,"79,97", ," 0,27", ," 1,16", ,"80,01", ," 0,24", ,"-5,50", ,"79,94", ," 0,34", ," 4,05", ,"80,14", ," 0,27", ,"14,72", ,"-21,98",a,"67,69", ," 0,01", ," 0,00", ," 2,89", ,"79,97", ," 0,30", ," 1,74", ,"80,01", ," 0,27", ,"-5,50", ,"79,97", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-5,78", ,"75,96", ," 0,02", ," 0,00", 
2905,"2022-02-07 15:12:44,7"," 2,89", ,"79,94", ," 0,27", ," 1,74", ,"80,01", ," 0,24", ,"-5,50", ,"79,94", ," 0,34", ," 4,05", ,"80,14", ," 0,27", ,"14,76", ,"-60,45",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-5,21", ,"79,97", ," 0,35", ," 2,31", ,"80,14", ," 0,31", ,"14,74", ,"-61,61",a,"53,79",a,"-4,91",a," 0,00", 
2906,"2022-02-07 15:17:44,8"," 2,89", ,"79,97", ," 0,27", ," 1,45", ,"80,01", ," 0,24", ,"-5,21", ,"79,94", ," 0,33", ," 4,05", ,"80,17", ," 0,28", ,"14,72", ,"-54,09",a,"58,24",a,"-1,71", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-5,21", ,"79,94", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-24,58",a,"64,21",a,"-0,16", ," 0,00", 
2907,"2022-02-07 15:22:45,1"," 2,89", ,"79,97", ," 0,27", ," 1,45", ,"80,01", ," 0,24", ,"-5,21", ,"79,94", ," 0,33", ," 4,05", ,"80,17", ," 0,28", ,"14,74", ,"-1,74", ,"76,94", ,"-1,29", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-5,21", ,"79,94", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-21,11", ,"68,06", ,"-3,14",a," 0,00", 
2908,"2022-02-07 15:27:45,5"," 2,89", ,"79,94", ," 0,27", ," 1,45", ,"79,97", ," 0,24", ,"-5,21", ,"79,94", ," 0,33", ," 4,34", ,"80,14", ," 0,28", ,"14,74", ,"-63,63",a,"54,80",a,"-4,49",a," 0,00", ," 3,18", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,92", ,"79,97", ," 0,35", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-44,83",a,"55,74",a,"-2,31", ," 0,00", 
2909,"2022-02-07 15:32:45,6"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,24", ,"-5,21", ,"79,94", ," 0,33", ," 4,05", ,"80,14", ," 0,28", ,"14,74", ,"-28,06",a,"66,34", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,92", ,"79,97", ," 0,34", ," 2,60", ,"80,14", ," 0,31", ,"14,76", ,"-15,91", ,"75,79", ," 0,01", ," 0,00", 
2910,"2022-02-07 15:37:46,0"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,92", ,"79,94", ," 0,33", ," 4,05", ,"80,14", ," 0,28", ,"14,74", ,"-17,64", ,"67,28", ,"-3,50",a," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,92", ,"79,94", ," 0,34", ," 2,60", ,"80,14", ," 0,31", ,"14,74", ,"-62,76",a,"57,53",a,"-5,03",a," 0,00", 
2911,"2022-02-07 15:42:46,6"," 2,89", ,"79,97", ," 0,28", ," 1,74", ,"80,01", ," 0,25", ,"-4,92", ,"79,94", ," 0,32", ," 4,05", ,"80,17", ," 0,28", ,"14,76", ," 0,00", ,"79,80", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,92", ,"79,94", ," 0,34", ," 2,31", ,"80,14", ," 0,32", ,"14,74", ," 0,00", ,"79,87", ," 0,02", ," 0,00", 
2912,"2022-02-07 15:47:47,0"," 2,89", ,"79,94", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,92", ,"79,94", ," 0,32", ," 4,05", ,"80,14", ," 0,28", ,"14,72", ,"-60,45",a,"54,83",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,63", ,"79,97", ," 0,34", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2913,"2022-02-07 15:52:47,4"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,63", ,"79,94", ," 0,32", ," 4,05", ,"80,14", ," 0,28", ,"14,74", ," 0,00", ,"79,80", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,63", ,"79,97", ," 0,34", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2914,"2022-02-07 15:57:48,3"," 2,89", ,"79,97", ," 0,28", ," 1,74", ,"80,01", ," 0,25", ,"-4,63", ,"79,94", ," 0,32", ," 4,05", ,"80,14", ," 0,28", ,"14,74", ,"-2,60", ,"78,49", ,"-0,77", ," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,63", ,"79,97", ," 0,33", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ,"-17,64", ,"71,87", ,"-2,47", ," 0,00", 
2915,"2022-02-07 16:02:48,4"," 2,89", ,"79,94", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,63", ,"79,97", ," 0,31", ," 4,34", ,"80,14", ," 0,28", ,"14,74", ,"-62,18",a,"58,31",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,63", ,"79,97", ," 0,33", ," 2,60", ,"80,14", ," 0,32", ,"14,78", ,"-53,80",a,"54,53",a,"-5,03",a," 0,00", 
2916,"2022-02-07 16:07:49,0"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,63", ,"79,94", ," 0,31", ," 4,05", ,"80,14", ," 0,28", ,"14,72", ," 0,00", ,"79,84", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,63", ,"79,97", ," 0,33", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ,"-0,87", ,"79,03", ,"-0,27", ," 0,00", 
2917,"2022-02-07 16:12:49,7"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,63", ,"79,94", ," 0,31", ," 4,05", ,"80,14", ," 0,28", ,"14,76", ," 0,00", ,"79,84", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,04", ," 0,28", ,"-4,34", ,"79,97", ," 0,32", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2918,"2022-02-07 16:17:49,8"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,34", ,"79,94", ," 0,31", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,34", ,"79,94", ," 0,32", ," 2,60", ,"80,14", ," 0,32", ,"14,72", ," 0,00", ,"79,84", ," 0,02", ," 0,00", 
2919,"2022-02-07 16:22:50,4"," 2,89", ,"79,97", ," 0,28", ," 1,16", ,"80,01", ," 0,25", ,"-4,34", ,"79,94", ," 0,31", ," 4,05", ,"80,17", ," 0,28", ,"14,74", ," 0,00", ,"79,43", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,05", ,"79,97", ," 0,32", ," 2,60", ,"80,14", ," 0,32", ,"14,74", ,"-0,29", ,"79,84", ," 0,01", ," 0,00", 
2920,"2022-02-07 16:27:50,8"," 2,89", ,"79,94", ," 0,28", ," 1,45", ,"79,97", ," 0,25", ,"-4,34", ,"79,94", ," 0,30", ," 4,05", ,"80,17", ," 0,29", ,"14,76", ,"-52,64",a,"55,47",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,31", ," 1,45", ,"80,01", ," 0,28", ,"-4,05", ,"79,97", ," 0,32", ," 2,60", ,"80,14", ," 0,32", ,"14,74", ,"-61,61",a,"53,82",a,"-5,03",a," 0,00", 
2921,"2022-02-07 16:32:51,2"," 2,89", ,"79,97", ," 0,28", ," 1,74", ,"80,04", ," 0,25", ,"-4,34", ,"79,94", ," 0,30", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-14,17", ,"72,58", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,31", ," 1,74", ,"80,01", ," 0,28", ,"-4,05", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,32", ,"14,74", ," 0,58", ,"78,69", ," 0,01", ," 0,00", 
2922,"2022-02-07 16:37:51,6"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,05", ,"79,94", ," 0,30", ," 4,34", ,"80,14", ," 0,29", ,"14,74", ,"-30,66",a,"61,78",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,28", ,"-4,05", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,32", ,"14,72", ,"-59,58",a,"55,00",a,"-5,03",a," 0,00", 
2923,"2022-02-07 16:42:51,6"," 2,89", ,"79,94", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,05", ,"79,94", ," 0,30", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-60,45",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-4,05", ,"79,94", ," 0,31", ," 2,60", ,"80,14", ," 0,32", ,"14,74", ,"-61,61",a,"53,82",a,"-5,03",a," 0,00", 
2924,"2022-02-07 16:47:51,7"," 2,89", ,"79,94", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-4,05", ,"79,94", ," 0,29", ," 4,05", ,"80,17", ," 0,29", ,"14,72", ,"-60,45",a,"54,83",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-4,05", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2925,"2022-02-07 16:52:51,8"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,25", ,"-4,05", ,"79,97", ," 0,29", ," 4,34", ,"80,17", ," 0,29", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-4,05", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,32", ,"14,76", ,"-61,03",a,"54,16",a,"-3,68",a," 0,00", 
2926,"2022-02-07 16:57:52,2"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,29", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,76", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ," 0,00", ,"79,84", ," 0,02", ," 0,00", 
2927,"2022-02-07 17:02:52,5"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,29", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-60,45",a,"54,83",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-3,76", ,"79,97", ," 0,31", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2928,"2022-02-07 17:07:53,0"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,29", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,76", ,"79,97", ," 0,30", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ," 0,00", ,"79,84", ," 0,02", ," 0,00", 
2929,"2022-02-07 17:12:53,9"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,28", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-2,60", ,"74,13", ,"-1,86", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,76", ,"79,94", ," 0,30", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-48,59",a,"64,79",a,"-3,87",a," 0,00", 
2930,"2022-02-07 17:17:53,9"," 2,60", ,"79,94", ," 0,29", ," 1,74", ,"79,97", ," 0,26", ,"-3,47", ,"79,94", ," 0,28", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ,"-60,74",a,"55,95",a,"-5,03",a," 0,00", ," 3,18", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-3,47", ,"79,94", ," 0,30", ," 2,31", ,"80,14", ," 0,33", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2931,"2022-02-07 17:22:53,8"," 2,89", ,"79,97", ," 0,29", ," 1,74", ,"80,04", ," 0,26", ,"-3,76", ,"79,94", ," 0,28", ," 4,05", ,"80,14", ," 0,29", ,"14,78", ," 0,00", ,"79,84", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,76", ,"79,97", ," 0,30", ," 2,31", ,"80,14", ," 0,33", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2932,"2022-02-07 17:27:54,4"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,28", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,47", ,"79,97", ," 0,29", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2933,"2022-02-07 17:32:54,8"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,76", ,"79,94", ," 0,28", ," 4,34", ,"80,14", ," 0,29", ,"14,74", ,"-60,45",a,"54,83",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,04", ," 0,29", ,"-3,47", ,"79,94", ," 0,29", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2934,"2022-02-07 17:37:54,6"," 2,60", ,"79,97", ," 0,29", ," 1,74", ,"80,01", ," 0,25", ,"-3,47", ,"79,94", ," 0,28", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,29", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,04", ," 0,29", ,"-3,47", ,"79,97", ," 0,29", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-0,29", ,"76,67", ,"-1,29", ," 0,00", 
2935,"2022-02-07 17:42:55,2"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,47", ,"79,94", ," 0,27", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,00", ,"79,80", ," 0,02", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-3,47", ,"79,94", ," 0,29", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2936,"2022-02-07 17:47:55,4"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,47", ,"79,94", ," 0,27", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-3,47", ,"79,94", ," 0,29", ," 2,60", ,"80,14", ," 0,33", ,"14,72", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2937,"2022-02-07 17:52:56,0"," 2,89", ,"79,97", ," 0,29", ," 1,74", ,"80,01", ," 0,25", ,"-3,47", ,"79,94", ," 0,27", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,94", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2938,"2022-02-07 17:57:56,4"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,25", ,"-3,47", ,"79,94", ," 0,27", ," 4,05", ,"80,17", ," 0,29", ,"14,72", ,"-62,47",a,"54,70",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,94", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ,"-61,61",a,"53,82",a,"-5,03",a," 0,00", 
2939,"2022-02-07 18:02:56,7"," 2,89", ,"79,97", ," 0,29", ," 0,87", ,"80,01", ," 0,26", ,"-3,47", ,"79,94", ," 0,26", ," 4,05", ,"80,17", ," 0,29", ,"14,76", ,"-5,50", ,"76,56", ," 0,01", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,97", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ," 0,00", ,"79,84", ," 0,01", ," 0,00", 
2940,"2022-02-07 18:07:57,1"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,04", ," 0,25", ,"-3,47", ,"79,94", ," 0,26", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-50,04",a,"57,03",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,94", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ,"-65,08",a,"53,99",a,"-5,03",a," 0,00", 
2941,"2022-02-07 18:12:57,2"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,25", ,"-3,47", ,"79,94", ," 0,26", ," 4,34", ,"80,14", ," 0,29", ,"14,74", ,"-60,45",a,"54,83",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,97", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2942,"2022-02-07 18:17:57,5"," 2,89", ,"79,97", ," 0,28", ," 1,45", ,"80,01", ," 0,25", ,"-3,18", ,"79,97", ," 0,26", ," 4,05", ,"80,17", ," 0,29", ,"14,72", ," 0,00", ,"79,80", ," 0,01", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,74", ,"80,04", ," 0,29", ,"-3,18", ,"79,94", ," 0,28", ," 2,60", ,"80,14", ," 0,32", ,"14,74", ," 0,00", ,"79,84", ," 0,02", ," 0,00", 
2943,"2022-02-07 18:22:57,9"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"79,97", ," 0,25", ,"-3,18", ,"79,94", ," 0,26", ," 4,05", ,"80,17", ," 0,29", ,"14,74", ,"-63,34",a,"55,07",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-2,89", ,"79,97", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-61,61",a,"53,82",a,"-5,03",a," 0,00", 
2944,"2022-02-07 18:27:58,6"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,25", ,"-3,18", ,"79,94", ," 0,26", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ," 1,16", ,"77,48", ,"-1,03", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-2,89", ,"79,94", ," 0,28", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-31,24",a,"71,67", ,"-2,79", ," 0,00", 
2945,"2022-02-07 18:32:58,7"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,25", ,"-3,18", ,"79,94", ," 0,26", ," 4,34", ,"80,17", ," 0,29", ,"14,74", ,"-57,56",a,"58,34",a,"-5,03",a," 0,00", ," 2,89", ,"79,94", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-3,18", ,"79,94", ," 0,27", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-61,61",a,"53,99",a,"-5,03",a," 0,00", 
2946,"2022-02-07 18:37:59,3"," 2,89", ,"79,97", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-3,18", ,"79,97", ," 0,26", ," 4,34", ,"80,17", ," 0,29", ,"14,74", ," 0,00", ,"79,84", ," 0,02", ," 0,00", ," 2,89", ,"80,01", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-2,89", ,"79,94", ," 0,27", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-4,34", ,"79,26", ,"-0,52", ," 0,00", 
2947,"2022-02-07 18:42:59,7"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"79,97", ," 0,26", ,"-3,18", ,"79,94", ," 0,25", ," 4,05", ,"80,14", ," 0,29", ,"14,74", ,"-60,74",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,94", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-2,89", ,"79,94", ," 0,27", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
2948,"2022-02-07 18:47:59,8"," 2,89", ,"79,94", ," 0,29", ," 1,74", ,"80,01", ," 0,26", ,"-3,18", ,"79,94", ," 0,25", ," 4,05", ,"80,17", ," 0,29", ,"14,72", ,"-66,81",a,"56,32",a,"-2,31", ," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"80,01", ," 0,29", ,"-2,89", ,"79,94", ," 0,27", ," 2,60", ,"80,14", ," 0,33", ,"14,74", ,"-25,74",a,"61,48",a,"-0,64", ," 0,00", 
2949,"2022-02-07 18:53:00,4"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"79,97", ," 0,26", ,"-3,18", ,"79,94", ," 0,25", ," 4,34", ,"80,17", ," 0,29", ,"14,74", ,"-60,45",a,"54,80",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,74", ,"79,97", ," 0,29", ,"-2,89", ,"79,94", ," 0,27", ," 2,60", ,"80,11", ," 0,33", ,"14,74", ,"-61,61",a,"53,82",a,"-5,03",a," 0,00", 
2950,"2022-02-07 18:58:01,1"," 2,89", ,"79,94", ," 0,29", ," 1,45", ,"80,01", ," 0,26", ,"-2,89", ,"79,94", ," 0,25", ," 4,34", ,"80,17", ," 0,29", ,"14,72", ,"-55,53",a,"55,04",a,"-5,03",a," 0,00", ," 2,89", ,"79,97", ," 0,32", ," 1,45", ,"80,01", ," 0,29", ,"-2,89", ,"79,97", ," 0,27", ," 2,60", ,"80,14", ," 0,33", ,"14,76", ,"-61,61",a,"53,79",a,"-5,03",a," 0,00", 
