Timestamp,MON1 CL DDM (?A),Status,MON1 CL SDM (%),Status,MON1 CL RF (V),Status,MON1 DS DDM (?A),Status,MON1 DS SDM (%),Status,MON1 DS RF (V),Status,MON1 NF DDM (?A),Status,MON1 NF SDM (%),Status,MON1 NF RF (V),Status,MON1 CLR DDM (?A),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (V),Status,MON1 DIFF FREQ (kHz),Status,MON1 CL ID MOD (%),Status,MON1 CL ID ACT (),Status,MON1 CLR ID MOD (%),Status,MON1 CLR ID ACT (),Status,MON1 VOICE (),Status,MON1 DL 0 (?),Status,MON1 DL 1 (?),Status,MON1 DL 2 (),Status,MON1 DL 3 (),Status,MON1 FFM Ch.A DDM (?A),Status,MON1 FFM Ch.A SDM (%),Status,MON1 FFM Ch.A RF (dBm),Status,MON1 FFM Ch.B DDM (?A),Status,MON1 FFM Ch.B SDM (%),Status,MON1 FFM Ch.B RF (dBm),Status,MON1 Execute alarm (),Status,MON1 TEST DDM (?A),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (V),Status,MON1 SELF TEST (),Status,MON2 CL DDM (?A),Status,MON2 CL SDM (%),Status,MON2 CL RF (V),Status,MON2 DS DDM (?A),Status,MON2 DS SDM (%),Status,MON2 DS RF (V),Status,MON2 NF DDM (?A),Status,MON2 NF SDM (%),Status,MON2 NF RF (V),Status,MON2 CLR DDM (?A),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (V),Status,MON2 DIFF FREQ (kHz),Status,MON2 CL ID MOD (%),Status,MON2 CL ID ACT (),Status,MON2 CLR ID MOD (%),Status,MON2 CLR ID ACT (),Status,MON2 VOICE (),Status,MON2 DL 0 (?),Status,MON2 DL 1 (?),Status,MON2 DL 2 (),Status,MON2 DL 3 (),Status,MON2 FFM Ch.A DDM (?A),Status,MON2 FFM Ch.A SDM (%),Status,MON2 FFM Ch.A RF (dBm),Status,MON2 FFM Ch.B DDM (?A),Status,MON2 FFM Ch.B SDM (%),Status,MON2 FFM Ch.B RF (dBm),Status,MON2 Execute alarm (),Status,MON2 TEST DDM (?A),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (V),Status,MON2 SELF TEST (),Status
"2022-02-23 16:13:55,0","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-8,39", ,"79,84", ," 3,10", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,40",a,"54,80",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,05", ,"-8,39", ,"79,80", ," 3,21", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-45,12",a,"55,54",a," 1,55",a," 0,00", 
"2022-02-23 16:18:55,3","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-8,68", ,"79,84", ," 3,11", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,64", ,"72,24", ," 3,09", ," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,29", ,"79,77", ," 3,05", ,"-8,68", ,"79,80", ," 3,22", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-29,21",a,"67,76", ," 3,09", ," 0,00", 
"2022-02-23 16:23:55,5","-0,87", ,"80,01", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-8,68", ,"79,84", ," 3,11", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,80", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,05", ,"-8,68", ,"79,80", ," 3,22", ,"-1,45", ,"79,87", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-23 16:28:56,1","-0,87", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-8,97", ,"79,87", ," 3,11", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-50,04",a,"59,83",a," 2,73", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,05", ,"-8,97", ,"79,80", ," 3,22", ,"-2,02", ,"79,80", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-48,01",a,"57,06",a," 2,44", ," 0,00", 
"2022-02-23 16:33:56,5","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-8,97", ,"79,84", ," 3,12", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-8,68", ,"72,58", ," 2,29", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-9,26", ,"79,80", ," 3,22", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-13,02", ,"76,83", ," 2,59", ," 0,00", 
"2022-02-23 16:38:56,6","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-9,26", ,"79,84", ," 3,12", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,69",a,"55,00",a," 1,55",a," 0,00", ,"-0,58", ,"79,74", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-9,26", ,"79,80", ," 3,23", ,"-1,74", ,"79,87", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-48,88",a,"56,49",a," 1,55",a," 0,00", 
"2022-02-23 16:43:57,5","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-9,54", ,"79,84", ," 3,12", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,05", ,"-9,54", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 16:48:57,9","-0,87", ,"79,97", ," 2,89", ," 0,00", ,"79,90", ," 2,97", ,"-9,54", ,"79,84", ," 3,12", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-9,54", ,"79,80", ," 3,23", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-23 16:53:58,5","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-9,83", ,"79,84", ," 3,13", ,"-0,87", ,"80,07", ," 2,99", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-31,24",a,"70,96", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,05", ,"-9,83", ,"79,80", ," 3,24", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-22,56",a,"63,17",a," 3,02", ," 0,00", 
"2022-02-23 16:58:58,9","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-9,83", ,"79,84", ," 3,13", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-40,49",a,"62,90",a," 1,72",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-9,83", ,"79,80", ," 3,24", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,10", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-30,08",a,"69,21", ," 2,01", ," 0,00", 
"2022-02-23 17:03:59,0","-0,87", ,"79,97", ," 2,90", ," 0,29", ,"79,87", ," 2,97", ,"-10,12", ,"79,84", ," 3,13", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-10,12", ,"79,80", ," 3,24", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,40",a,"53,85",a," 1,55",a," 0,00", 
"2022-02-23 17:08:59,7","-0,87", ,"80,01", ," 2,89", ," 0,29", ,"79,87", ," 2,97", ,"-10,12", ,"79,84", ," 3,14", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-8,68", ,"75,92", ," 2,49", ," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-10,41", ,"79,80", ," 3,25", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-2,60", ,"78,25", ," 2,78", ," 0,00", 
"2022-02-23 17:14:00,0","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-10,41", ,"79,84", ," 3,14", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,40",a,"54,02",a," 1,76",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-10,70", ,"79,80", ," 3,26", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 17:19:00,4","-0,87", ,"80,01", ," 2,89", ," 0,29", ,"79,94", ," 2,97", ,"-10,99", ,"79,84", ," 3,14", ,"-0,58", ,"80,07", ," 2,99", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-10,99", ,"79,80", ," 3,26", ,"-1,74", ,"79,84", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-23 17:24:00,8","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-10,99", ,"79,84", ," 3,15", ,"-0,58", ,"80,04", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-10,99", ,"79,80", ," 3,26", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 17:29:01,5","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-10,99", ,"79,84", ," 3,16", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-11,28", ,"79,80", ," 3,27", ,"-1,74", ,"79,84", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 17:34:02,0","-0,87", ,"80,01", ," 2,89", ," 0,00", ,"79,94", ," 2,97", ,"-11,57", ,"79,84", ," 3,16", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-11,57", ,"79,80", ," 3,27", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-12,73", ,"71,71", ," 2,20", ," 0,00", 
"2022-02-23 17:39:02,2","-0,87", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-11,86", ,"79,84", ," 3,17", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-37,89",a,"67,55", ," 1,91",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ,"-0,29", ,"79,74", ," 3,05", ,"-11,86", ,"79,80", ," 3,28", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-51,19",a,"54,56",a," 1,55",a," 0,00", 
"2022-02-23 17:44:02,8","-0,87", ,"80,01", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-11,86", ,"79,84", ," 3,17", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-12,15", ,"79,80", ," 3,28", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-4,05", ,"79,36", ," 2,97", ," 0,00", 
"2022-02-23 17:49:03,1","-1,16", ,"79,97", ," 2,89", ," 0,29", ,"79,90", ," 2,97", ,"-12,44", ,"79,84", ," 3,18", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ," 0,00", ,"79,77", ," 3,05", ,"-12,44", ,"79,80", ," 3,29", ,"-1,74", ,"79,87", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 17:54:03,5","-1,16", ,"80,01", ," 2,89", ," 0,58", ,"79,90", ," 2,97", ,"-12,44", ,"79,84", ," 3,18", ,"-0,58", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-12,44", ,"79,80", ," 3,29", ,"-1,74", ,"79,84", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,07", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-23 17:59:04,2","-1,16", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-12,44", ,"79,84", ," 3,18", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,10", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-15,33", ,"75,62", ," 3,09", ," 0,00", ,"-0,87", ,"79,74", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-12,44", ,"79,80", ," 3,30", ,"-1,45", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-23 18:04:04,3","-1,16", ,"80,01", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-12,44", ,"79,84", ," 3,19", ,"-0,58", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,29", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,03", ," 0,00", ,"79,74", ," 3,06", ,"-12,73", ,"79,80", ," 3,30", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-23 18:09:04,7","-1,16", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-12,44", ,"79,84", ," 3,19", ,"-0,87", ,"80,07", ," 2,99", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,06",a," 1,55",a," 0,00", ,"-0,87", ,"79,74", ," 3,03", ,"-0,29", ,"79,77", ," 3,06", ,"-12,73", ,"79,80", ," 3,30", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-23 18:14:05,4","-1,16", ,"79,97", ," 2,90", ," 0,00", ,"79,90", ," 2,97", ,"-12,73", ,"79,84", ," 3,19", ,"-0,58", ,"80,04", ," 2,99", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-10,99", ,"69,61", ," 2,10", ," 0,00", ,"-1,16", ,"79,77", ," 3,03", ,"-0,29", ,"79,74", ," 3,06", ,"-12,73", ,"79,80", ," 3,31", ,"-1,74", ,"79,84", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,00",a,"55,34",a," 1,55",a," 0,00", 
"2022-02-23 18:19:05,7","-1,16", ,"79,97", ," 2,90", ," 0,29", ,"79,90", ," 2,97", ,"-12,73", ,"79,84", ," 3,19", ,"-0,87", ,"80,07", ," 2,99", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,45",a,"55,14",a," 2,15", ," 0,00", ,"-1,16", ,"79,77", ," 3,03", ," 0,00", ,"79,77", ," 3,06", ,"-12,73", ,"79,77", ," 3,31", ,"-1,74", ,"79,84", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,93", ,"69,44", ," 3,09", ," 0,00", 
